"FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF","FG_opp","FGA_opp","FG._opp","X3P_opp","X3PA_opp","X3P._opp","FT_opp","FTA_opp","FT._opp","ORB_opp","TRB_opp","AST_opp","STL_opp","BLK_opp","TOV_opp","PF_opp","y","home"
40,81,0.494,6,18,0.333,17,21,0.81,8,32,20,2,2,6,19,45,82,0.549,9,23,0.391,18,21,0.857,10,43,24,4,4,9,21,0,1
40,78,0.513,9,24,0.375,18,21,0.857,5,42,27,6,10,13,14,39,96,0.406,5,17,0.294,9,11,0.818,19,51,19,9,6,16,19,1,0
42,81,0.519,9,15,0.6,17,18,0.944,4,36,30,6,8,14,13,41,90,0.456,3,19,0.158,12,14,0.857,11,45,21,12,4,16,23,1,0
41,80,0.513,12,22,0.545,22,25,0.88,8,42,19,6,4,13,23,33,73,0.452,3,15,0.2,21,27,0.778,5,36,17,7,2,15,23,1,1
39,88,0.443,8,24,0.333,20,25,0.8,15,51,27,4,6,10,19,34,86,0.395,10,30,0.333,24,27,0.889,13,46,19,5,3,8,22,1,0
47,89,0.528,6,14,0.429,19,26,0.731,11,43,25,10,4,10,17,40,70,0.571,4,12,0.333,17,24,0.708,1,31,21,7,5,17,20,1,1
38,89,0.427,8,20,0.4,14,15,0.933,11,44,24,6,11,13,14,37,91,0.407,8,20,0.4,14,16,0.875,13,50,26,7,7,15,18,1,1
35,83,0.422,4,17,0.235,12,15,0.8,5,33,19,11,2,15,16,39,78,0.5,12,25,0.48,15,20,0.75,8,45,23,8,7,18,20,0,1
48,88,0.545,6,12,0.5,17,18,0.944,13,39,30,6,9,10,20,40,81,0.494,10,22,0.455,23,26,0.885,12,36,20,5,4,15,17,1,1
43,82,0.524,10,16,0.625,22,34,0.647,8,42,23,10,9,12,20,43,93,0.462,9,24,0.375,16,22,0.727,13,46,26,6,5,13,30,1,1
44,85,0.518,8,19,0.421,12,15,0.8,6,50,26,13,8,16,16,39,96,0.406,6,18,0.333,8,15,0.533,10,44,27,13,1,14,14,1,1
38,79,0.481,9,18,0.5,11,12,0.917,9,43,17,5,5,11,16,33,77,0.429,3,17,0.176,9,12,0.75,4,31,15,6,2,11,10,1,1
37,76,0.487,8,19,0.421,22,28,0.786,7,43,24,4,4,13,21,35,84,0.417,8,25,0.32,16,22,0.727,9,39,19,5,4,14,27,1,1
43,84,0.512,3,14,0.214,8,9,0.889,5,41,25,8,6,8,20,31,78,0.397,6,19,0.316,13,23,0.565,7,42,19,3,1,15,13,1,0
36,81,0.444,8,21,0.381,14,15,0.933,5,49,27,8,10,11,11,35,89,0.393,8,24,0.333,8,8,1,7,41,23,6,4,11,13,1,1
40,81,0.494,8,23,0.348,16,19,0.842,11,46,31,6,5,21,21,37,81,0.457,6,16,0.375,14,21,0.667,7,33,21,13,4,19,19,1,0
34,96,0.354,4,28,0.143,19,22,0.864,18,52,15,5,6,8,19,32,78,0.41,7,16,0.438,28,30,0.933,8,48,19,5,7,9,18,0,1
47,85,0.553,4,19,0.211,18,19,0.947,9,46,28,13,7,9,16,36,79,0.456,4,15,0.267,15,19,0.789,7,35,18,5,2,15,17,1,1
44,93,0.473,6,17,0.353,15,19,0.789,9,40,29,14,4,8,12,39,86,0.453,11,22,0.5,12,13,0.923,11,50,23,5,5,21,18,1,0
34,85,0.4,4,24,0.167,21,25,0.84,13,44,17,12,3,11,17,31,81,0.383,2,18,0.111,21,25,0.84,18,56,18,7,2,19,23,1,0
44,82,0.537,8,20,0.4,12,16,0.75,12,42,25,6,4,10,21,32,69,0.464,8,19,0.421,15,22,0.682,5,27,15,5,4,13,17,1,0
45,86,0.523,8,16,0.5,20,22,0.909,4,37,35,8,11,7,24,39,89,0.438,10,22,0.455,22,30,0.733,14,49,23,5,6,13,22,1,0
32,78,0.41,8,21,0.381,15,18,0.833,14,53,17,4,6,17,19,31,82,0.378,9,36,0.25,8,10,0.8,7,37,24,12,3,10,21,1,0
37,86,0.43,4,17,0.235,10,13,0.769,9,47,23,9,12,16,17,35,87,0.402,8,19,0.421,13,19,0.684,10,46,18,11,5,14,12,0,1
42,81,0.519,8,14,0.571,20,24,0.833,10,44,26,7,4,10,12,37,77,0.481,7,14,0.5,7,12,0.583,6,36,23,8,6,14,16,1,0
44,77,0.571,7,18,0.389,15,18,0.833,8,37,25,7,5,14,12,44,83,0.53,7,18,0.389,9,13,0.692,8,31,23,11,4,10,19,1,0
37,86,0.43,4,15,0.267,14,17,0.824,13,34,14,8,3,12,17,44,85,0.518,7,20,0.35,16,18,0.889,13,47,19,6,5,17,18,0,1
37,72,0.514,5,15,0.333,22,30,0.733,10,43,23,9,7,14,21,33,83,0.398,6,19,0.316,15,24,0.625,13,39,19,8,4,14,22,1,1
36,75,0.48,12,24,0.5,16,22,0.727,6,38,23,10,8,12,18,36,80,0.45,8,17,0.471,12,18,0.667,11,44,27,6,0,17,17,1,0
35,77,0.455,5,20,0.25,27,30,0.9,15,47,28,11,5,14,14,40,80,0.5,6,18,0.333,9,10,0.9,6,32,18,8,3,13,21,1,0
32,72,0.444,7,17,0.412,17,19,0.895,4,32,16,10,4,8,16,32,68,0.471,5,17,0.294,17,21,0.81,5,40,13,5,4,16,18,1,1
39,80,0.488,7,16,0.438,16,23,0.696,5,32,28,10,2,12,11,45,83,0.542,12,25,0.48,10,11,0.909,7,43,33,8,2,15,22,0,1
36,85,0.424,3,14,0.214,23,28,0.821,8,45,20,6,8,10,12,40,86,0.465,6,22,0.273,16,19,0.842,8,47,21,9,7,11,23,0,1
34,90,0.378,3,17,0.176,15,19,0.789,18,53,21,10,5,11,18,34,77,0.442,10,27,0.37,14,18,0.778,7,46,19,7,6,13,18,0,0
37,87,0.425,4,14,0.286,24,32,0.75,11,42,15,12,8,11,22,35,87,0.402,6,25,0.24,22,25,0.88,18,55,18,7,5,21,23,1,0
35,74,0.473,6,23,0.261,20,26,0.769,8,42,24,8,3,14,19,31,77,0.403,12,39,0.308,17,21,0.81,11,41,20,8,2,12,23,1,1
36,80,0.45,7,18,0.389,27,39,0.692,9,50,19,8,2,20,24,32,86,0.372,9,23,0.391,26,31,0.839,8,40,23,14,3,13,30,1,0
36,82,0.439,11,26,0.423,30,35,0.857,9,53,23,11,3,21,33,32,85,0.376,7,26,0.269,32,41,0.78,7,38,23,14,3,17,28,1,1
41,90,0.456,11,25,0.44,13,20,0.65,18,46,22,12,3,13,19,29,69,0.42,5,19,0.263,24,24,1,7,33,21,6,8,18,21,1,0
37,82,0.451,5,17,0.294,23,26,0.885,10,47,18,8,6,16,26,33,86,0.384,7,23,0.304,18,25,0.72,14,44,20,5,3,15,25,1,1
33,79,0.418,5,14,0.357,32,39,0.821,12,45,12,14,3,14,16,39,82,0.476,8,23,0.348,12,14,0.857,11,41,26,8,10,19,29,1,1
30,86,0.349,5,23,0.217,22,29,0.759,15,44,13,5,5,9,18,33,77,0.429,9,25,0.36,17,22,0.773,6,40,22,4,4,12,25,0,1
28,71,0.394,3,19,0.158,17,22,0.773,7,38,17,8,5,16,21,35,83,0.422,8,20,0.4,18,25,0.72,13,48,18,8,8,10,20,0,1
37,84,0.44,4,17,0.235,31,39,0.795,14,49,25,7,6,11,17,42,95,0.442,11,23,0.478,16,18,0.889,13,44,22,8,7,9,27,0,0
43,89,0.483,5,18,0.278,28,31,0.903,17,56,22,7,7,8,18,40,87,0.46,12,29,0.414,11,17,0.647,11,37,28,2,7,11,24,1,1
34,77,0.442,9,21,0.429,23,27,0.852,13,48,19,8,5,15,19,30,82,0.366,7,23,0.304,14,20,0.7,10,38,15,10,4,14,22,1,0
38,87,0.437,15,31,0.484,10,14,0.714,7,36,18,13,1,15,20,39,76,0.513,10,25,0.4,19,24,0.792,9,42,23,8,5,19,19,0,1
37,79,0.468,6,18,0.333,30,39,0.769,12,40,18,11,2,18,25,43,80,0.538,11,29,0.379,18,27,0.667,9,34,31,10,6,20,29,0,1
34,80,0.425,5,20,0.25,16,18,0.889,9,37,14,10,4,14,17,35,72,0.486,7,22,0.318,16,22,0.727,7,41,15,9,5,17,20,0,1
34,78,0.436,15,33,0.455,19,24,0.792,12,41,21,7,3,12,15,35,77,0.455,8,25,0.32,13,17,0.765,9,41,21,8,4,15,18,1,1
29,78,0.372,4,17,0.235,29,31,0.935,14,46,15,8,0,14,19,29,74,0.392,7,32,0.219,15,20,0.75,12,42,21,9,9,19,30,1,1
40,79,0.506,11,25,0.44,12,22,0.545,6,40,14,8,5,9,15,36,82,0.439,14,29,0.483,13,16,0.813,9,42,22,4,2,10,20,1,0
31,72,0.431,11,24,0.458,11,14,0.786,6,48,17,8,7,22,21,27,82,0.329,7,23,0.304,21,27,0.778,10,42,20,11,3,14,16,1,1
38,86,0.442,12,29,0.414,14,17,0.824,8,43,19,6,7,11,17,40,94,0.426,11,27,0.407,16,20,0.8,13,50,24,4,9,9,15,0,0
36,79,0.456,6,25,0.24,18,24,0.75,8,50,12,10,5,12,18,33,90,0.367,8,27,0.296,12,16,0.75,13,43,22,8,7,12,20,1,1
39,92,0.424,8,27,0.296,19,22,0.864,9,39,21,9,3,4,16,38,81,0.469,12,27,0.444,18,18,1,6,42,30,2,4,11,19,0,0
40,91,0.44,8,20,0.4,21,26,0.808,11,38,21,9,3,6,27,35,73,0.479,16,30,0.533,26,36,0.722,8,43,22,2,5,12,24,0,0
34,74,0.459,9,25,0.36,25,32,0.781,8,38,18,7,2,7,13,34,83,0.41,7,19,0.368,18,20,0.9,14,47,14,4,4,15,23,1,0
37,64,0.578,3,10,0.3,20,22,0.909,4,34,23,10,2,20,24,34,76,0.447,7,25,0.28,19,24,0.792,13,35,23,10,2,17,19,1,0
34,70,0.486,7,20,0.35,15,23,0.652,7,39,16,9,8,16,23,33,80,0.413,4,11,0.364,13,16,0.813,10,40,19,9,4,15,19,1,0
32,78,0.41,7,22,0.318,25,34,0.735,8,41,14,11,9,8,15,28,84,0.333,10,28,0.357,10,14,0.714,15,52,18,1,9,22,20,1,0
29,79,0.367,10,28,0.357,22,26,0.846,15,45,10,9,6,18,21,41,86,0.477,10,22,0.455,14,16,0.875,10,44,14,8,3,14,21,0,1
35,97,0.361,9,39,0.231,20,28,0.714,9,46,18,7,10,8,22,37,85,0.435,10,29,0.345,25,31,0.806,6,51,23,5,9,13,23,0,1
41,80,0.513,8,21,0.381,18,22,0.818,6,38,18,11,5,7,12,35,74,0.473,9,25,0.36,15,17,0.882,4,34,19,4,6,13,19,1,1
35,94,0.372,8,29,0.276,16,17,0.941,13,49,12,8,3,12,18,40,76,0.526,9,21,0.429,15,24,0.625,5,42,26,8,8,15,19,0,0
35,74,0.473,12,26,0.462,21,27,0.778,10,53,20,4,4,17,19,40,92,0.435,11,29,0.379,8,11,0.727,4,34,23,8,7,6,25,1,0
42,81,0.519,13,29,0.448,14,19,0.737,9,44,31,7,10,8,17,34,81,0.42,6,14,0.429,16,18,0.889,9,38,25,3,5,13,17,1,1
38,88,0.432,6,20,0.3,15,24,0.625,11,46,23,5,5,7,19,40,87,0.46,8,21,0.381,16,24,0.667,11,49,23,4,10,10,15,0,1
28,82,0.341,6,24,0.25,32,39,0.821,15,55,14,5,6,16,16,35,87,0.402,8,22,0.364,13,17,0.765,8,44,24,8,4,10,27,1,0
36,91,0.396,15,33,0.455,17,18,0.944,20,54,21,6,4,13,19,34,85,0.4,10,32,0.313,16,18,0.889,14,43,15,7,7,10,16,1,0
42,92,0.457,13,31,0.419,16,19,0.842,13,37,21,6,8,8,19,42,82,0.512,9,21,0.429,22,25,0.88,8,42,23,4,8,11,18,0,0
36,73,0.493,8,19,0.421,20,29,0.69,8,26,24,9,5,9,19,41,74,0.554,17,33,0.515,23,26,0.885,11,40,25,6,4,13,22,0,1
35,80,0.438,4,22,0.182,17,18,0.944,12,49,16,12,7,17,15,31,78,0.397,5,16,0.313,7,12,0.583,6,39,18,8,4,18,18,1,1
34,75,0.453,5,14,0.357,24,26,0.923,6,47,11,7,13,22,18,33,84,0.393,8,25,0.32,14,15,0.933,7,35,18,9,9,19,22,1,1
41,75,0.547,5,17,0.294,21,27,0.778,6,37,19,7,7,13,16,39,80,0.488,11,17,0.647,6,14,0.429,9,35,26,9,5,13,23,1,1
37,90,0.411,8,24,0.333,24,31,0.774,11,47,20,11,11,10,16,44,97,0.454,9,23,0.391,6,8,0.75,6,46,28,4,9,15,22,1,1
43,85,0.506,13,24,0.542,13,18,0.722,8,36,24,8,4,7,17,39,76,0.513,5,14,0.357,17,19,0.895,8,40,24,4,4,14,18,1,0
46,83,0.554,11,29,0.379,12,17,0.706,9,37,23,7,5,13,15,43,85,0.506,12,26,0.462,11,15,0.733,8,33,30,8,1,14,19,1,0
35,75,0.467,13,25,0.52,18,21,0.857,6,41,19,4,8,12,15,33,81,0.407,4,17,0.235,11,17,0.647,14,42,13,4,2,12,16,1,0
41,83,0.494,12,22,0.545,18,26,0.692,8,44,19,8,3,15,26,34,76,0.447,8,26,0.308,18,30,0.6,7,34,21,6,3,13,28,1,0
35,79,0.443,11,29,0.379,25,32,0.781,11,48,20,7,3,15,22,32,78,0.41,4,15,0.267,21,28,0.75,7,35,20,7,3,11,24,1,0
37,85,0.435,8,20,0.4,21,29,0.724,15,50,21,7,11,10,19,38,87,0.437,7,18,0.389,10,20,0.5,12,40,20,6,8,9,19,1,0
36,78,0.462,4,14,0.286,35,47,0.745,13,45,12,9,3,13,20,39,87,0.448,9,29,0.31,20,34,0.588,10,39,9,10,6,11,29,1,0
29,78,0.372,8,25,0.32,27,39,0.692,9,35,13,13,6,12,17,45,83,0.542,10,22,0.455,12,15,0.8,7,49,28,6,5,19,25,0,1
35,74,0.473,9,27,0.333,25,32,0.781,8,35,15,9,3,12,22,37,79,0.468,12,31,0.387,11,15,0.733,8,38,23,5,4,16,26,1,1
40,85,0.471,12,19,0.632,18,25,0.72,12,45,23,7,6,14,18,38,81,0.469,10,25,0.4,17,23,0.739,10,40,21,8,6,14,20,1,1
39,70,0.557,11,20,0.55,14,17,0.824,2,36,22,11,2,15,22,36,80,0.45,8,28,0.286,9,17,0.529,11,39,22,7,2,16,18,1,1
39,86,0.453,10,31,0.323,24,32,0.75,11,40,19,3,10,6,34,35,76,0.461,4,14,0.286,43,53,0.811,12,45,22,5,6,7,21,0,1
38,88,0.432,5,18,0.278,25,34,0.735,11,45,22,7,7,8,19,48,93,0.516,7,16,0.438,13,20,0.65,11,49,32,4,6,9,27,0,1
33,81,0.407,7,28,0.25,25,31,0.806,9,47,12,4,2,12,22,28,76,0.368,3,20,0.15,26,32,0.813,10,44,13,6,3,13,25,1,0
46,87,0.529,11,25,0.44,19,25,0.76,13,47,26,7,6,6,19,37,84,0.44,6,20,0.3,15,23,0.652,12,40,18,2,3,8,20,1,1
41,85,0.482,10,26,0.385,22,26,0.846,13,39,21,7,7,12,22,37,74,0.5,6,10,0.6,25,33,0.758,11,36,25,8,4,15,22,1,0
37,73,0.507,6,17,0.353,19,26,0.731,5,34,18,6,0,11,23,35,74,0.473,12,24,0.5,15,21,0.714,10,39,21,4,0,14,26,1,0
39,80,0.488,10,21,0.476,13,18,0.722,8,32,21,5,1,5,24,41,71,0.577,12,23,0.522,20,27,0.741,7,38,28,2,1,10,20,0,1
40,80,0.5,6,22,0.273,18,21,0.857,10,45,12,7,5,9,18,37,83,0.446,10,26,0.385,10,16,0.625,10,33,21,6,6,9,21,1,0
34,67,0.507,6,12,0.5,43,54,0.796,9,38,12,5,4,13,30,39,83,0.47,11,27,0.407,26,35,0.743,10,36,14,5,3,11,35,1,0
37,77,0.481,12,33,0.364,21,27,0.778,7,42,27,8,6,15,24,38,78,0.487,13,29,0.448,24,37,0.649,8,37,27,9,4,10,21,0,0
37,78,0.474,10,23,0.435,20,25,0.8,12,40,24,9,7,16,15,42,82,0.512,6,12,0.5,9,9,1,6,29,23,7,8,15,22,1,0
38,82,0.463,7,24,0.292,21,29,0.724,11,48,16,6,3,13,24,35,82,0.427,7,23,0.304,19,27,0.704,6,33,17,8,5,11,24,1,0
37,84,0.44,6,18,0.333,32,38,0.842,7,42,17,10,7,13,23,37,98,0.378,9,25,0.36,21,26,0.808,16,47,19,9,5,13,30,1,0
37,83,0.446,6,20,0.3,27,31,0.871,10,42,12,5,9,5,18,41,83,0.494,9,25,0.36,18,20,0.9,8,38,23,2,7,8,22,0,0
39,83,0.47,14,30,0.467,15,17,0.882,13,48,27,4,8,9,23,34,77,0.442,2,13,0.154,19,26,0.731,10,37,18,8,3,7,16,1,1
32,88,0.364,7,22,0.318,30,38,0.789,15,57,11,5,5,14,21,35,91,0.385,8,28,0.286,16,23,0.696,9,48,21,9,7,14,32,1,1
37,77,0.481,13,28,0.464,18,25,0.72,7,40,18,10,8,12,19,36,82,0.439,9,21,0.429,10,12,0.833,7,37,18,8,3,15,18,1,0
35,81,0.432,6,20,0.3,29,45,0.644,14,45,18,8,7,10,18,40,83,0.482,8,22,0.364,12,18,0.667,7,40,20,4,8,12,30,1,0
31,89,0.348,6,22,0.273,11,20,0.55,15,52,13,3,7,11,15,35,80,0.438,8,20,0.4,13,21,0.619,7,48,24,5,5,8,18,0,1
39,94,0.415,13,31,0.419,18,26,0.692,15,45,23,9,5,10,24,42,81,0.519,12,22,0.545,16,35,0.457,13,48,25,3,11,16,23,0,1
39,73,0.534,12,29,0.414,25,28,0.893,7,48,24,6,7,13,18,37,85,0.435,4,15,0.267,13,20,0.65,9,36,22,6,1,7,18,1,1
38,93,0.409,8,24,0.333,16,23,0.696,12,40,19,4,7,9,21,41,86,0.477,11,26,0.423,26,32,0.813,12,53,29,7,5,10,22,0,0
36,80,0.45,11,23,0.478,22,28,0.786,8,44,26,14,4,11,19,37,83,0.446,14,33,0.424,9,13,0.692,11,44,24,3,7,18,19,1,0
30,71,0.423,12,28,0.429,27,29,0.931,11,41,16,8,12,18,19,37,91,0.407,7,19,0.368,14,17,0.824,18,42,16,13,7,14,25,1,1
40,80,0.5,6,18,0.333,9,10,0.9,6,32,18,8,3,13,21,35,77,0.455,5,20,0.25,27,30,0.9,15,47,28,11,5,14,14,0,1
34,78,0.436,6,23,0.261,22,31,0.71,7,47,19,6,8,11,16,32,88,0.364,11,35,0.314,15,21,0.714,11,43,20,5,6,6,22,1,0
32,84,0.381,8,21,0.381,15,20,0.75,8,46,16,10,4,11,16,33,76,0.434,12,32,0.375,17,21,0.81,5,41,23,4,12,13,19,0,1
37,68,0.544,10,22,0.455,27,38,0.711,5,36,21,4,5,16,19,37,83,0.446,8,27,0.296,16,20,0.8,9,33,22,7,7,9,28,1,0
37,78,0.474,7,20,0.35,12,19,0.632,7,38,19,4,6,6,19,32,89,0.36,7,20,0.35,18,21,0.857,13,47,14,4,3,8,15,1,1
48,95,0.505,10,25,0.4,16,19,0.842,16,52,25,11,5,13,20,35,77,0.455,15,35,0.429,13,25,0.52,7,32,24,8,6,13,18,1,0
41,93,0.441,13,37,0.351,8,15,0.533,16,57,24,5,10,9,12,39,89,0.438,10,26,0.385,8,12,0.667,5,39,26,8,8,8,17,1,1
35,75,0.467,2,12,0.167,15,21,0.714,4,38,15,4,5,12,25,30,74,0.405,7,19,0.368,25,34,0.735,8,43,16,2,4,10,20,0,1
36,88,0.409,7,13,0.538,20,25,0.8,13,51,19,10,9,7,22,19,63,0.302,6,15,0.4,27,37,0.73,8,39,15,4,5,18,22,1,1
39,88,0.443,6,15,0.4,13,18,0.722,15,47,15,13,4,17,24,28,70,0.4,4,17,0.235,16,21,0.762,7,34,10,8,7,24,19,1,1
33,88,0.375,5,24,0.208,21,33,0.636,16,40,9,12,8,9,22,41,77,0.532,11,25,0.44,15,32,0.469,13,48,11,5,7,19,25,0,0
37,85,0.435,11,24,0.458,11,17,0.647,12,43,23,6,6,10,26,28,72,0.389,5,20,0.25,23,34,0.676,11,45,16,4,6,13,14,1,1
31,74,0.419,12,27,0.444,15,18,0.833,9,49,18,7,10,21,20,30,91,0.33,6,19,0.316,13,14,0.929,13,44,16,8,1,14,21,1,0
40,82,0.488,10,22,0.455,24,28,0.857,13,37,30,11,0,16,35,37,74,0.5,11,24,0.458,33,43,0.767,11,35,24,9,6,16,21,0,1
34,89,0.382,4,17,0.235,19,25,0.76,11,42,13,10,9,10,23,36,77,0.468,4,13,0.308,16,25,0.64,8,47,14,6,11,15,20,0,1
34,87,0.391,8,25,0.32,17,23,0.739,12,41,24,14,6,17,24,32,76,0.421,10,27,0.37,28,31,0.903,10,45,20,11,11,20,20,0,1
39,76,0.513,7,21,0.333,12,17,0.706,10,40,21,7,7,17,15,37,76,0.487,8,22,0.364,14,17,0.824,8,33,26,9,5,15,16,1,1
35,72,0.486,7,22,0.318,16,22,0.727,7,41,15,9,5,17,20,34,80,0.425,5,20,0.25,16,18,0.889,9,37,14,10,4,14,17,1,0
35,80,0.438,6,20,0.3,17,21,0.81,18,48,14,4,2,17,24,39,83,0.47,8,28,0.286,16,17,0.941,8,34,24,10,5,8,19,0,1
28,73,0.384,5,19,0.263,28,40,0.7,13,41,15,11,3,21,18,42,77,0.545,11,27,0.407,16,18,0.889,6,36,22,12,10,16,31,0,0
39,77,0.506,6,13,0.462,18,25,0.72,11,39,19,12,4,16,20,38,75,0.507,4,12,0.333,11,17,0.647,11,35,18,11,7,19,22,1,1
38,82,0.463,9,18,0.5,16,21,0.762,12,49,18,11,9,15,25,29,69,0.42,5,17,0.294,24,30,0.8,4,35,19,8,4,16,19,1,0
40,89,0.449,6,19,0.316,17,22,0.773,10,35,18,9,2,8,16,40,82,0.488,14,29,0.483,12,15,0.8,14,45,21,2,5,15,19,0,0
31,72,0.431,14,33,0.424,18,24,0.75,5,39,18,4,8,19,16,40,89,0.449,8,23,0.348,15,15,1,9,40,19,13,4,10,20,0,0
43,92,0.467,8,23,0.348,28,37,0.757,19,54,21,7,3,15,30,40,93,0.43,12,29,0.414,27,34,0.794,12,44,17,10,2,15,34,1,0
38,92,0.413,15,36,0.417,15,22,0.682,19,44,23,7,0,12,22,43,77,0.558,10,28,0.357,18,24,0.75,9,40,29,6,2,15,18,0,1
39,80,0.488,9,21,0.429,19,23,0.826,9,51,26,6,2,14,26,31,78,0.397,8,21,0.381,15,27,0.556,7,36,20,10,3,10,24,1,0
33,78,0.423,8,28,0.286,16,24,0.667,11,39,17,7,4,11,16,37,79,0.468,6,17,0.353,14,16,0.875,11,45,14,4,2,13,19,0,0
39,94,0.415,8,22,0.364,12,20,0.6,16,44,14,6,2,11,24,35,79,0.443,7,21,0.333,27,30,0.9,8,42,18,7,13,10,18,0,1
32,79,0.405,3,11,0.273,14,17,0.824,7,32,18,8,3,11,23,42,75,0.56,9,21,0.429,25,27,0.926,9,48,24,6,2,11,17,0,1
32,67,0.478,7,20,0.35,23,29,0.793,5,34,17,4,4,12,20,34,73,0.466,10,21,0.476,26,28,0.929,8,36,14,9,2,10,24,0,0
34,73,0.466,10,25,0.4,19,25,0.76,5,39,15,8,1,14,19,31,79,0.392,6,28,0.214,20,25,0.8,15,44,15,10,4,14,20,1,0
36,79,0.456,9,25,0.36,29,37,0.784,11,47,16,8,6,10,16,31,79,0.392,7,24,0.292,20,22,0.909,9,40,12,3,0,13,26,1,0
33,80,0.413,7,20,0.35,12,14,0.857,12,40,14,9,3,19,18,39,83,0.47,9,23,0.391,16,16,1,9,40,26,10,9,15,11,0,1
36,74,0.486,10,27,0.37,22,27,0.815,8,36,18,7,4,16,22,38,79,0.481,13,26,0.5,20,24,0.833,7,34,24,9,6,12,23,0,0
28,84,0.333,7,26,0.269,32,36,0.889,15,53,13,11,9,15,18,36,86,0.419,5,21,0.238,14,19,0.737,8,37,20,8,9,18,27,1,0
28,80,0.35,10,39,0.256,14,20,0.7,15,44,15,8,8,19,24,36,77,0.468,5,10,0.5,17,27,0.63,13,47,27,13,3,10,16,0,1
43,86,0.5,15,33,0.455,8,11,0.727,12,42,19,7,5,5,18,35,78,0.449,16,36,0.444,10,14,0.714,8,39,19,1,0,10,16,1,0
31,75,0.413,9,27,0.333,21,28,0.75,9,48,17,4,7,16,24,33,81,0.407,7,18,0.389,14,26,0.538,8,40,17,8,4,11,24,1,0
30,75,0.4,12,29,0.414,19,25,0.76,15,44,17,9,4,15,20,33,68,0.485,11,26,0.423,16,21,0.762,6,34,17,8,2,16,16,0,0
37,79,0.468,7,18,0.389,17,18,0.944,10,34,21,8,3,18,17,52,86,0.605,9,21,0.429,10,13,0.769,8,38,34,10,2,13,21,0,1
38,78,0.487,7,28,0.25,11,17,0.647,10,35,25,9,5,19,17,39,75,0.52,7,23,0.304,18,26,0.692,11,41,15,11,3,16,16,0,1
39,71,0.549,9,20,0.45,11,18,0.611,5,37,19,10,7,16,16,34,82,0.415,6,19,0.316,9,17,0.529,15,39,14,7,8,17,16,1,0
31,69,0.449,5,16,0.313,19,25,0.76,6,45,16,8,8,14,18,29,89,0.326,3,21,0.143,13,15,0.867,16,41,15,9,4,11,22,1,1
31,76,0.408,8,19,0.421,15,22,0.682,10,38,20,8,6,14,15,39,88,0.443,11,26,0.423,10,15,0.667,17,54,25,7,10,13,20,0,1
35,83,0.422,6,34,0.176,25,34,0.735,10,38,12,8,3,13,26,34,74,0.459,5,11,0.455,30,42,0.714,14,54,19,12,2,15,29,0,0
41,83,0.494,12,24,0.5,15,18,0.833,11,51,17,8,8,10,17,31,90,0.344,9,23,0.391,11,18,0.611,16,44,16,4,4,14,14,1,0
44,104,0.423,15,45,0.333,16,20,0.8,15,49,27,6,7,10,28,41,88,0.466,14,27,0.519,28,32,0.875,7,50,20,6,4,16,18,0,1
37,86,0.43,12,27,0.444,25,31,0.806,14,40,19,4,4,12,22,47,90,0.522,7,17,0.412,17,18,0.944,12,38,20,3,7,9,25,0,1
43,75,0.573,9,16,0.563,13,15,0.867,9,40,28,5,4,14,20,33,75,0.44,6,16,0.375,14,18,0.778,6,24,24,5,2,11,15,1,1
34,85,0.4,9,29,0.31,15,18,0.833,12,49,18,5,4,13,26,34,75,0.453,11,22,0.5,16,33,0.485,7,42,19,7,1,10,18,0,0
40,81,0.494,12,31,0.387,10,15,0.667,7,45,23,10,6,10,18,25,68,0.368,6,25,0.24,17,21,0.81,5,35,10,6,0,18,15,1,0
40,76,0.526,10,25,0.4,13,16,0.813,10,40,24,8,5,13,21,35,75,0.467,2,10,0.2,18,26,0.692,13,38,17,9,2,14,13,1,0
38,85,0.447,7,18,0.389,22,33,0.667,10,50,19,5,4,14,23,39,90,0.433,5,21,0.238,13,20,0.65,8,42,19,4,7,14,25,1,0
33,74,0.446,5,22,0.227,14,20,0.7,8,38,14,4,10,14,19,26,70,0.371,4,18,0.222,25,33,0.758,9,41,11,12,2,14,19,1,0
30,77,0.39,8,27,0.296,16,23,0.696,12,45,13,15,8,15,18,30,71,0.423,7,14,0.5,14,21,0.667,7,41,9,12,7,20,17,1,0
34,78,0.436,5,16,0.313,25,31,0.806,10,44,14,7,7,9,26,30,80,0.375,9,24,0.375,20,26,0.769,12,39,19,3,6,10,23,1,1
48,92,0.522,6,26,0.231,19,27,0.704,13,44,23,3,2,10,25,36,75,0.48,11,29,0.379,36,41,0.878,6,36,24,5,1,11,21,1,1
33,70,0.471,7,21,0.333,23,30,0.767,8,44,19,6,3,17,21,39,82,0.476,8,19,0.421,14,21,0.667,9,40,23,9,3,9,21,0,1
31,77,0.403,4,15,0.267,23,29,0.793,12,48,20,9,6,23,21,42,86,0.488,7,18,0.389,12,21,0.571,6,36,25,14,10,11,20,0,1
37,68,0.544,10,23,0.435,27,44,0.614,8,51,22,4,8,15,26,30,81,0.37,7,25,0.28,26,36,0.722,8,34,18,8,3,7,31,1,0
